Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,7,94.33333333,0,0.028571429,0,0,May,2,5,2,3,Returning_Visitor,FALSE,FALSE
1,4,0,0,19,760.25,0,0.011764706,33.788,0,May,1,2,1,3,New_Visitor,FALSE,TRUE
0,0,0,0,3,189,0,0.066666667,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,981,0.024,0.048,15.3956,0,May,2,4,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,123,0,0.02,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
4,132.6666667,0,0,25,773.5595238,0,0.027572016,5.167133333,0,May,3,2,2,2,Returning_Visitor,FALSE,TRUE
6,51.5,0,0,29,944.9166667,0,0.014285714,49.01914286,0,May,2,2,4,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,7,155,0.066666667,0.1,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
4,250,0,0,11,418,0,0.014285714,0,0,May,2,2,1,2,New_Visitor,FALSE,FALSE
1,90,1,34,57,1092.364286,0,0.006321839,19.11506897,0.6,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,485.0833333,0,0.011764706,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,78,0,0,27,672.5833333,0.0125,0.039583333,8.07853125,0,May,2,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,151.5,0,0.028571429,0,0.8,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
11,771.9285714,2,214.1666667,39,1022.474026,0.000833333,0.012361111,52.05165,0,May,3,2,1,2,Returning_Visitor,FALSE,TRUE
1,34,0,0,11,765.1666667,0,0.006666667,0,0,May,4,1,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,48,2235,0.004347826,0.025362319,9.127391304,0,May,2,2,7,2,Returning_Visitor,TRUE,FALSE
2,95,3,48,9,259.5,0,0.015384615,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,324,0.104166667,0.131944444,0,0.6,May,3,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,48,0.05,0.075,0,0,May,2,4,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
3,295.6666667,0,0,48,2207.833333,0.001041667,0.016921296,0,0,May,1,8,3,11,Returning_Visitor,FALSE,FALSE
1,20,0,0,18,512.8333333,0.021052632,0.046491228,4.308315789,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
2,30,0,0,176,4126.353297,0.001363636,0.011363949,22.02197159,0.6,May,2,2,7,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,837.3666667,0.021052632,0.054586466,0,1,May,1,1,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,72,0.025,0.05,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
9,184,5,61,68,1986.251515,0,0.009553204,17.19611523,0,May,2,6,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,72,2347.716667,0.028169014,0.037793427,0,0.8,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,13,0.133333333,0.133333333,0,0.4,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,287.5,0.066666667,0.087037037,0,0.8,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
4,57,0,0,10,497.1,0,0.009848485,0,0,May,1,1,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,1245,0,0.1,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
5,154.8333333,7,285,90,3262.350896,0.003125,0.010909616,0,0,May,3,2,5,6,Returning_Visitor,FALSE,FALSE
2,45,2,31,47,1541.327451,0.000653595,0.023288614,0,0.8,May,3,3,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,125,0.05,0.075,0,0.8,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
4,31,1,46,80,1793.777778,0.017857143,0.031725417,0,0.6,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
1,3,0,0,26,885,0,0.036111111,17.5455,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,34,0,0,36,646.2857143,0,0.005882353,0,0,May,2,4,6,3,Returning_Visitor,FALSE,FALSE
6,200.2222222,2,126,146,7253.676493,0.006570513,0.020305773,5.942025641,0.4,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,40,0,0,4,55,0,0.033333333,0,0.2,May,4,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,1,2,25,344.3214286,0.00617284,0.033333333,0,0.4,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,33.66666667,0,0,4,21.66666667,0,0.02,0,0,May,2,2,1,5,New_Visitor,FALSE,FALSE
1,0,0,0,4,334,0.08,0.116,0,0,May,1,1,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,3,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,608.5227273,0.015384615,0.021952663,0,0,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,4,0.125,0.175,0,0.8,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
4,24.16666667,0,0,56,1977.385088,0,0.007471264,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
9,194.4166667,2,20,11,1569.166667,0.013333333,0.028666667,18.80505,0,May,3,2,7,6,Returning_Visitor,FALSE,FALSE
4,58,0,0,31,806.5,0,0.009375,9.7455,0,May,2,4,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,36,631.3068627,0.021142857,0.047901224,0,0.8,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,1,35,33,782.0833333,0,0.005882353,23.03329412,0,May,2,4,9,2,New_Visitor,FALSE,TRUE
2,11,0,0,12,347,0,0.023076923,9.960923077,0,May,1,1,3,3,Returning_Visitor,TRUE,TRUE
1,149.5,0,0,32,1562.333333,0.038709677,0.062580645,7.636645161,0.2,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,453,3,493.5,36,1199.522619,0.004761905,0.011534392,9.323531746,0,May,6,2,2,4,Returning_Visitor,FALSE,FALSE
1,32,0,0,18,299.5,0.015789474,0.022807018,19.448,0,May,2,2,5,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,18,103.8333333,0.033333333,0.055555556,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
3,101.6666667,0,0,22,2250.083333,0,0.019565217,32.70730435,0,May,2,4,4,1,Returning_Visitor,FALSE,TRUE
2,59,0,0,3,82,0.04,0.06,0,0,May,1,1,6,3,New_Visitor,FALSE,FALSE
0,0,0,0,6,747,0.033333333,0.066666667,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
4,316.5,0,0,8,298.6904762,0,0.002083333,0,0,May,3,2,2,2,Returning_Visitor,TRUE,FALSE
9,309.25,0,0,58,1572.27381,0.003870968,0.017803379,0,0,May,2,2,6,2,Returning_Visitor,FALSE,FALSE
3,35.5,0,0,14,241.7692308,0,0.020416667,0,0.6,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
5,69.5,4,116,84,2839.75,0,0.006593407,6.281494505,0,May,2,4,9,2,New_Visitor,FALSE,FALSE
2,42,0,0,17,275.702381,0.04,0.06,0,0.6,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
4,85.92857143,0,0,39,681.7619048,0.015384615,0.032988166,0,0,May,1,1,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,95.5,0,0.013333333,0,0,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
2,76,1,79,35,2072.666667,0.007207207,0.031081081,8.1,0.8,May,2,4,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,214.25,0.091666667,0.097777778,0,0.8,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,207.5702479,0,0.007936508,0,0,Oct,2,2,1,5,Returning_Visitor,FALSE,FALSE
3,40.2,0,0,11,201.1333333,0,0.02,0,0,June,2,2,2,1,New_Visitor,FALSE,FALSE
1,63.4,0,0,3,120.4,0,0,42.29306752,0,Oct,1,1,3,3,New_Visitor,FALSE,TRUE
6,618.0666667,0,0,50,1342.083333,0,0.004385965,28.06804986,0,June,2,2,6,11,New_Visitor,FALSE,TRUE
0,0,0,0,2,7,0,0.1,0,0,June,2,2,7,1,Returning_Visitor,FALSE,FALSE
3,152.6,0,0,28,608.8833333,0.009375,0.03125,19.82770888,0,Jul,2,2,7,13,Returning_Visitor,FALSE,TRUE
7,56.3,0,0,15,315.4,0,0.011111111,0,0,Oct,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,20,419.6,0.038095238,0.068253968,0,0,Aug,3,2,3,3,Returning_Visitor,TRUE,FALSE
1,39.2,2,120.8,7,80.5,0,0.01,0,0,Nov,3,2,4,2,New_Visitor,TRUE,FALSE
3,89.6,0,0,57,1721.906667,0,0.005932203,204.0079491,0,Nov,2,2,1,4,Returning_Visitor,TRUE,TRUE
2,104.3,0,0,48,2307.661212,0.025510204,0.035488428,4.348145623,0,Oct,1,1,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,41.4,0.075,0.125,0,0,Jul,3,2,6,1,Returning_Visitor,FALSE,FALSE
4,204.2,0,0,31,652.3766667,0.012121212,0.016161616,0,0,Nov,1,1,6,1,Returning_Visitor,FALSE,FALSE
17,180.1333333,1,80.6,180,6512.010952,0.002645503,0.012248677,0,0,Sep,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,12,0,0,36,493.3033901,0,0.01660575,0,0,Oct,2,2,5,2,Returning_Visitor,FALSE,FALSE
2,13,0,0,17,209.7,0.023529412,0.038235294,0,0,June,1,1,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,68.4,0,0.08,0,0,June,2,4,2,4,Returning_Visitor,FALSE,FALSE
3,41.2,0,0,7,942.8,0,0.03,0,0,Aug,1,1,4,5,New_Visitor,FALSE,FALSE
4,101.8,0,0,91,5692.211713,0.006451613,0.033623455,0,0,Sep,4,1,9,1,Returning_Visitor,FALSE,FALSE
1,26.2,0,0,4,106.8,0,0.04,36.66178288,0,Oct,2,2,2,5,New_Visitor,FALSE,TRUE
2,79.6,3,332.08,34,1011.016667,0.018918919,0.043243243,5.128358233,0,Oct,2,2,7,1,Returning_Visitor,FALSE,TRUE
4,159,0,0,16,307.6166667,0,0.010526316,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,FALSE
7,227.9,0,0,22,701.0166667,0,0.001666667,0,0,Oct,2,4,4,2,Returning_Visitor,FALSE,FALSE
2,47.4,0,0,14,478.6,0.04375,0.079166667,0,0,Jul,4,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,710.0666667,0,0.007692308,72.52283848,0,Nov,1,1,2,2,Returning_Visitor,FALSE,TRUE
1,0,0,0,3,259,0,0.04,48.04726202,0,Oct,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,34,1228.5,0.039705882,0.059313725,0,0,Aug,3,2,1,4,Returning_Visitor,FALSE,FALSE
2,196.6,0,0,31,1514.3,0.036363636,0.066666667,0,0,Aug,1,8,7,1,Returning_Visitor,TRUE,FALSE
3,33.2,0,0,10,278.4333333,0.007142857,0.026190476,32.70034468,0,Jul,2,2,6,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,86.53333333,0,0.066666667,0,0,Oct,1,1,7,2,Returning_Visitor,TRUE,FALSE
3,9.5,0,0,25,528.9666667,0.007692308,0.037179487,3.296827304,0,June,2,2,2,3,Returning_Visitor,FALSE,FALSE
2,55.4,0,0,25,402.75,0.015384615,0.034065934,0,0,Jul,3,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.1,0.2,0,0,Jul,2,2,2,5,New_Visitor,TRUE,FALSE
10,1222.4,0,0,26,2988.883333,0,0.002903226,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,42,844.58,0.05952381,0.085396825,0,0,Oct,3,2,1,3,Returning_Visitor,FALSE,FALSE
3,13.73333333,1,2,27,407.6833333,0.006666667,0.011555556,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,TRUE
1,23.2,0,0,30,964.4666667,0,0.003571429,51.03362522,0,Oct,2,2,5,2,New_Visitor,FALSE,TRUE
5,150.7,0,0,12,201.6,0.026666667,0.04,0,0,Oct,1,1,4,2,New_Visitor,FALSE,FALSE
5,66.6,0,0,13,523.6,0,0.013333333,0,0,Oct,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,968.6924242,0,0,106.2525169,0,Nov,1,1,9,2,Returning_Visitor,FALSE,TRUE
1,92.6,0,0,4,207.9333333,0,0.04,0,0,Jul,1,1,9,20,New_Visitor,FALSE,FALSE
0,0,0,0,16,1062.666667,0,0.0125,54.56704868,0,Sep,4,1,1,4,New_Visitor,FALSE,TRUE
13,1013.056909,2,102.8,77,2697.022104,0,0.009471471,1.798669862,0,Nov,1,1,9,2,Returning_Visitor,FALSE,FALSE
1,48.4,0,0,22,2707.386667,0,0.009722222,0,0,Sep,3,2,1,1,Returning_Visitor,TRUE,FALSE
1,57.4,0,0,6,303.1,0.028571429,0.014285714,0,0,June,1,2,3,2,Returning_Visitor,FALSE,FALSE
7,297.6,0,0,66,3572.241757,0.005797101,0.012314449,7.766280897,0,Oct,2,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,12,0.1,0.1,0,0,Sep,4,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,3287,0.036842105,0.075814536,0,0,June,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,47,902.77,0.022222222,0.04037037,0,0,Jul,3,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Oct,1,1,8,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,519.8666667,0,0,0,0,Jul,1,1,1,4,Returning_Visitor,FALSE,FALSE
2,56.73333333,0,0,33,1091.394074,0,0.003594771,0,0,Oct,4,2,3,2,New_Visitor,TRUE,FALSE
1,86.6,0,0,14,349.5761905,0,0.004761905,60.43737784,0,Nov,1,1,1,3,New_Visitor,FALSE,TRUE
7,38.6,0,0,70,1087.7,0,0.004861111,0,0,Oct,2,2,4,5,Returning_Visitor,FALSE,FALSE
6,545.65,3,204.3466667,69,1182.432333,0.000684932,0.002998087,19.71529542,0,Nov,2,2,1,13,Returning_Visitor,TRUE,TRUE
3,94.6,0,0,16,1254,0,0.019327731,0,0,Nov,3,2,7,2,New_Visitor,TRUE,FALSE
6,53,0,0,40,778.8333333,0,0.009469697,8.480846261,0,Aug,1,1,1,4,New_Visitor,TRUE,FALSE
3,28.8,5,2195.3,21,378.4,0.02962963,0.030864198,0,0,Jul,1,1,3,1,Returning_Visitor,FALSE,FALSE
5,46.52,0,0,133,2248.914286,0.012077922,0.029349567,6.373770623,0,Jul,1,1,1,4,Returning_Visitor,FALSE,TRUE
1,41.4,0,0,30,558.6111111,0.009090909,0.046464646,0,0,Sep,2,10,2,1,Returning_Visitor,FALSE,TRUE
6,82.14,0,0,12,191.1,0,0.0125,0,0,Nov,2,4,9,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,267.5666667,0,0.009090909,7.68745056,0,Oct,2,2,1,3,New_Visitor,FALSE,TRUE
3,397.7,4,1093.3,66,4152.7631,0.014979592,0.017561939,6.282904602,0,Sep,3,2,8,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,645.2,0.0125,0.05,0,0,Jul,4,1,3,1,Returning_Visitor,TRUE,FALSE
16,932.7971429,0,0,40,991.7155466,0.008888889,0.011659808,0,0,Sep,1,2,1,1,Returning_Visitor,FALSE,FALSE
3,56.8,1,3,73,1677.666667,0.010666667,0.040444444,0,0,June,2,2,7,1,Returning_Visitor,FALSE,FALSE
1,10,0,0,5,354.9,0,0.06,0,0,Sep,2,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,74.6,0,0.066666667,0,0,Jul,3,2,3,4,Returning_Visitor,TRUE,FALSE
10,89.98,0,0,96,1304.973333,0.003921569,0.008309991,6.175932014,0,Oct,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,95,0.028571429,0.028571429,86.33623272,0,Oct,1,1,4,2,New_Visitor,FALSE,TRUE
1,67.5,0,0,28,873.64,0,0.006785714,0,0,Sep,3,2,1,6,Returning_Visitor,FALSE,FALSE
13,234.5666667,0,0,80,1807.227778,0.016091954,0.0348659,4.192980384,0,Jul,4,2,3,13,Returning_Visitor,FALSE,FALSE
2,63.5,0,0,104,1667.158421,0,0.002547045,0,0,Jul,2,4,2,1,Returning_Visitor,TRUE,FALSE
1,4,0,0,8,227.1,0.022222222,0.066666667,0,0,Aug,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,331.3,0,0.015384615,0,0,Jul,1,8,1,1,Returning_Visitor,FALSE,FALSE
5,196.88,0,0,7,118.9133333,0,0.01473138,16.56478478,0,Oct,3,2,7,2,Returning_Visitor,FALSE,FALSE
5,60.2,0,0,12,165.4,0.0125,0.041666667,0,0,Aug,2,5,3,6,Returning_Visitor,FALSE,FALSE
5,271,2,42.2,6,147.9,0,0.036363636,0,0,Aug,3,2,7,2,New_Visitor,TRUE,FALSE
6,85.2,0,0,11,203,0,0,0,0,Nov,2,2,5,2,Returning_Visitor,FALSE,FALSE
1,62.46666667,0,0,5,165.1,0,0.016666667,0,0,Sep,3,2,3,3,New_Visitor,FALSE,FALSE
10,164.0666667,0,0,37,1553.52381,0.005128205,0.01025641,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,FALSE
18,189.2646154,0,0,38,777.4146154,0.004255319,0.016960486,0,0,Sep,2,2,1,3,Returning_Visitor,TRUE,FALSE
2,196.6,0,0,0,0,0,0.033333333,0,0,Nov,3,2,9,5,New_Visitor,TRUE,FALSE
1,5.066666667,0,0,32,441.6045455,0,0.00625,0,0,Sep,2,2,6,3,New_Visitor,FALSE,FALSE
2,94.7,0,0,23,897.19,0,0.002898551,0,0,Aug,3,2,3,2,New_Visitor,TRUE,FALSE
1,45.4,0,0,7,352.7,0,0.014285714,0,0,Oct,1,1,3,4,Returning_Visitor,FALSE,FALSE
1,38.8,0,0,11,214.0533333,0.016666667,0.03015873,0,0,Oct,3,2,1,2,Returning_Visitor,FALSE,FALSE
2,21,0,0,25,278.1366667,0,0.007692308,77.4579855,0,Nov,2,2,7,2,New_Visitor,FALSE,FALSE
5,82.6,1,14.2,8,66.53333333,0,0.02,0,0,Aug,4,1,3,1,New_Visitor,TRUE,FALSE
0,0,0,0,22,1321.7,0,0.010833333,0,0,June,2,2,2,13,Returning_Visitor,FALSE,FALSE
6,89.8,0,0,26,1570.133333,0,0.005357143,0,0,June,2,2,8,4,New_Visitor,TRUE,FALSE
5,850,0,0,20,1893.466667,0,0.02,0,0,Oct,2,4,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,1070.098072,0.018627451,0.027103099,0,0,Jul,3,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,1114.733333,0.015384615,0.026098901,26.13034871,0,Nov,3,2,9,20,Returning_Visitor,TRUE,FALSE
0,0,0,0,22,469.54,0,0.008695652,14.00979215,0,Oct,2,2,9,2,New_Visitor,FALSE,TRUE
4,585.8,0,0,29,1582.533333,0.006666667,0.022222222,0,0,Oct,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,33.2,0,0.066666667,0,0,June,1,1,3,1,Returning_Visitor,TRUE,FALSE
0,0,2,88.6,35,682.1833333,0,0.001388889,0,0,Jul,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,287.5,0,0.027272727,0,0,Oct,2,4,2,1,Returning_Visitor,FALSE,FALSE
10,491.6666667,0,0,48,1939.571111,0.003773585,0.010539084,0,0,Nov,2,2,7,20,Returning_Visitor,FALSE,TRUE
10,340.9,3,269.8,99,3611.978569,0.000641026,0.00210649,0.847337986,0,June,2,2,1,7,Returning_Visitor,FALSE,TRUE
2,112.8,0,0,27,1555.967143,0,0.001724138,44.85638692,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
0,0,0,0,0,0,0.2,0.2,0,0,Nov,1,1,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,413,0,0.0125,0,0,Sep,1,1,4,3,New_Visitor,FALSE,FALSE
0,0,0,0,3,62.4,0,0.066666667,0,0,June,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,33,889.3666667,0,0.003030303,8.424787355,0,Oct,2,2,3,2,Returning_Visitor,FALSE,TRUE
17,698.1333333,1,9,83,4306.612355,0.001075269,0.019375648,0,0,Oct,7,1,2,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,15,1069.7,0,0.046666667,0,0,Jul,3,2,6,1,Returning_Visitor,FALSE,FALSE
3,32.2,0,0,81,1199.616667,0,0.00617284,0,0,Sep,2,2,2,1,Returning_Visitor,TRUE,TRUE
1,16.6,0,0,84,1893.619048,0.016825397,0.030138889,0,0,Oct,1,1,6,3,Returning_Visitor,FALSE,FALSE
4,54.2,1,33.2,64,1324.68,0,0.003864734,0,0,June,2,2,1,4,New_Visitor,FALSE,FALSE
0,0,0,0,16,230.5666667,0,0.023958333,0,0,Aug,2,2,3,4,Returning_Visitor,FALSE,FALSE
1,11,0,0,8,98.56666667,0.066666667,0.101666667,0,0,Sep,1,8,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,33.2,0.133333333,0.166666667,0,0,Aug,3,2,1,2,Returning_Visitor,TRUE,FALSE
11,455.0666667,3,306.1,41,5194.857143,0.001754386,0.013972431,22.65941331,0,Oct,2,4,1,20,Returning_Visitor,FALSE,FALSE
2,32.2,1,0,20,342.6866667,0,0.009090909,0,0,Aug,2,2,1,4,New_Visitor,FALSE,FALSE
4,601.9,0,0,41,2517.583333,0.007751938,0.013881932,20.55494533,0,Sep,3,2,1,1,Returning_Visitor,FALSE,TRUE
1,136.5,0,0,25,806.5,0,0.009615385,39.96971545,0,Aug,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,348.0333333,0.077777778,0.111111111,0,0,Oct,1,1,1,3,Returning_Visitor,FALSE,FALSE
4,49.3,0,0,9,283.7,0.018181818,0.036363636,0,0,June,1,1,3,3,Returning_Visitor,FALSE,FALSE
10,278.6666667,0,0,50,907.2363636,0.020411523,0.023212197,1.981038388,0,Oct,3,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,122.1666667,0,0.02,0,0,Nov,1,1,1,5,New_Visitor,TRUE,FALSE
1,118.8,0,0,8,259.2,0,0.007407407,0,0,Sep,2,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,3,58.2,0.066666667,0.044444444,0,0,Aug,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,13,0,0,6,47.13333333,0.04,0.06,20.94544525,0,Nov,1,2,2,4,Returning_Visitor,FALSE,FALSE
1,44,0,0,1,0,0,0.066666667,0,0,Sep,1,1,1,5,New_Visitor,FALSE,TRUE
1,4,0,0,73,2000.618333,0,0.003703704,0,0,Sep,2,10,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,140,0.05,0.1,0,0,Sep,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,75.05,0,0,106,4143.175238,0.019711538,0.03900641,4.484328486,0,Aug,3,2,1,1,Returning_Visitor,FALSE,FALSE
1,17.1,1,31.2,45,812.2873894,0,0.022732152,4.395471544,0,Aug,2,4,3,2,Returning_Visitor,FALSE,TRUE
1,2,6,657.8333333,140,3252.200476,0.005479452,0.024292237,0,0,Jul,2,2,4,1,Returning_Visitor,FALSE,FALSE
1,4,0,0,20,471.4777778,0,0.004545455,32.95851549,0,Jul,1,1,1,4,Returning_Visitor,FALSE,TRUE
1,5,0,0,41,764.1333333,0,0.014444444,0,0,June,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1275.9,0.052380952,0.101587302,0,0,Sep,2,4,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,458.5,0.025,0.03,0,0,Sep,3,2,1,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,86.36,0.0625,0.11875,0,0,Aug,3,2,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,152.6,0.044444444,0.096296296,0,0,June,2,2,1,3,Returning_Visitor,FALSE,FALSE
2,268.08,0,0,13,420.2466667,0.042105263,0.064912281,0,0,Sep,3,2,1,13,Returning_Visitor,TRUE,TRUE
1,22.2,0,0,5,136.1,0.066666667,0.066666667,0,0,Oct,1,1,1,20,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,June,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,63,1779.163333,0.003278689,0.020243418,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
7,68.4,0,0,145,5175.377371,0.002666667,0.008978355,2.042762326,0,Aug,2,2,1,1,Returning_Visitor,FALSE,TRUE
24,468.100663,6,191.8666667,189,3428.527381,0.018642295,0.043830926,0.870148477,0,June,2,2,2,1,Returning_Visitor,FALSE,FALSE
3,43.2,0,0,7,137,0,0.02,0,0,June,2,4,6,2,New_Visitor,TRUE,FALSE
2,132,1,28.2,35,1356.866667,0,0.010526316,0,0,Oct,2,2,4,13,Returning_Visitor,FALSE,FALSE
6,45.03333333,1,69.6,120,5771.466862,0.002755906,0.014537746,4.586910248,0,Aug,4,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,June,3,2,7,13,Returning_Visitor,FALSE,FALSE
1,80.6,0,0,21,479.5857143,0.005,0.010555556,10.89761784,0,Oct,1,1,3,2,Returning_Visitor,TRUE,TRUE
4,26.2,0,0,13,131.2,0,0.026666667,0,0,June,1,2,1,5,Returning_Visitor,FALSE,FALSE
12,137.9,0,0,13,161.8666667,0,0.010526316,0,0,Aug,2,2,3,5,New_Visitor,TRUE,FALSE
0,0,0,0,8,261.8,0.01,0.04,10.99901844,0,Sep,2,2,4,1,Returning_Visitor,TRUE,FALSE
2,9.6,3,118.1,10,184.1,0,0.035714286,0,0,June,2,2,8,4,Returning_Visitor,FALSE,FALSE
2,161.2,0,0,7,555.4,0.044444444,0.055555556,21.09392209,0,Oct,3,2,2,1,Returning_Visitor,FALSE,FALSE
9,301,0,0,38,2621.621429,0.021212121,0.044507576,10.72117234,0,Nov,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,45.2,0,0,19,230.2,0,0.019047619,0,0,Jul,2,2,2,2,New_Visitor,FALSE,FALSE
2,167.4,0,0,8,191.15,0,0.02,0,0,Oct,1,1,6,2,New_Visitor,FALSE,FALSE
0,0,0,0,2,4,0,0.1,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,45.2,0.08,0.1,0,0,Aug,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,19.4,3,45.26666667,10,136.0666667,0,0.052857143,0,0,Sep,2,2,1,5,Returning_Visitor,FALSE,FALSE
3,157.4,0,0,9,128.5,0.036363636,0.081818182,0,0,Jul,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,2653.5,0,0.04,0,0,Sep,4,1,7,1,Returning_Visitor,FALSE,FALSE
